,User Name,Heading,Rating,Review,tokens,tokens_seg,tokens_stem,review1
0,Ratan Kumar Behera,great product,5,value for moneysuperb phone by samsung,"['value', 'for', 'moneysuperb', 'phone', 'by', 'samsung']","['value', 'for', 'money', 'superb', 'phone', 'by', 'samsung']","['valu', 'money', 'superb', 'phone', 'samsung']",valu money superb phone samsung
1,Md. Shoeb,awesome,5,brand,['brand'],['brand'],['brand'],brand
2,Vinay Kumar,mindblowing purchase,5,okay i tested this mobile for about a week and here are the for gaming ita a beast storageto be honest this mobile will be a multi purpose and the camera quality is awesomedont hesitate while purchasing this mobile,"['okay', 'i', 'tested', 'this', 'mobile', 'for', 'about', 'a', 'week', 'and', 'here', 'are', 'the', 'for', 'gaming', 'ita', 'a', 'beast', 'storageto', 'be', 'honest', 'this', 'mobile', 'will', 'be', 'a', 'multi', 'purpose', 'and', 'the', 'camera', 'quality', 'is', 'awesomedont', 'hesitate', 'while', 'purchasing', 'this', 'mobile']","['okay', 'i', 'tested', 'this', 'mobile', 'for', 'about', 'a', 'week', 'and', 'here', 'are', 'the', 'for', 'gaming', 'it', 'a', 'a', 'beast', 'storage', 'to', 'be', 'honest', 'this', 'mobile', 'will', 'be', 'a', 'multi', 'purpose', 'and', 'the', 'camera', 'quality', 'is', 'awesome', 'dont', 'hesitate', 'while', 'purchasing', 'this', 'mobile']","['okay', 'test', 'mobil', 'week', 'game', 'beast', 'storag', 'honest', 'mobil', 'multi', 'purpos', 'camera', 'qualiti', 'awesom', 'dont', 'hesit', 'purchas', 'mobil']",okay test mobil week game beast storag honest mobil multi purpos camera qualiti awesom dont hesit purchas mobil
3,Divyesh  Chapanera ,nice,3,its not fast charging it tookhour to charge fromto,"['its', 'not', 'fast', 'charging', 'it', 'tookhour', 'to', 'charge', 'fromto']","['its', 'not', 'fast', 'charging', 'it', 'took', 'hour', 'to', 'charge', 'from', 'to']","['not', 'fast', 'charg', 'took', 'hour', 'charg']",not fast charg took hour charg
4,Prasanna  Pani,fair,3,battery backup onlyall is ok,"['battery', 'backup', 'onlyall', 'is', 'ok']","['battery', 'backup', 'only', 'all', 'is', 'ok']","['batteri', 'backup', 'ok']",batteri backup ok
5,Flipkart Customer,worth every penny,5,good budget smart at this time,"['good', 'budget', 'smart', 'at', 'this', 'time']","['good', 'budget', 'smart', 'at', 'this', 'time']","['good', 'budget', 'smart', 'time']",good budget smart time
6,Sunipam Chakraborty,great product,5,nice experience,"['nice', 'experience']","['nice', 'experience']","['nice', 'experi']",nice experi
7,Amogha sr,good,3,as usual samsung modeno much difference fromcamera goodthis price rangebattery the best in classdisplay is flagship i loved itperformance need to be improvesame exinosprocesser,"['as', 'usual', 'samsung', 'modeno', 'much', 'difference', 'fromcamera', 'goodthis', 'price', 'rangebattery', 'the', 'best', 'in', 'classdisplay', 'is', 'flagship', 'i', 'loved', 'itperformance', 'need', 'to', 'be', 'improvesame', 'exinosprocesser']","['as', 'usual', 'samsung', 'mode', 'no', 'much', 'difference', 'from', 'camera', 'good', 'this', 'price', 'range', 'battery', 'the', 'best', 'in', 'class', 'display', 'is', 'flagship', 'i', 'loved', 'it', 'performance', 'need', 'to', 'be', 'improve', 'same', 'ex', 'in', 'os', 'processer']","['usual', 'samsung', 'mode', 'much', 'differ', 'camera', 'good', 'price', 'rang', 'batteri', 'best', 'class', 'display', 'flagship', 'love', 'perform', 'need', 'improv', 'ex', 'os', 'process']",usual samsung mode much differ camera good price rang batteri best class display flagship love perform need improv ex os process
8,vipul nigam,valueformoney,4,nice mobile,"['nice', 'mobile']","['nice', 'mobile']","['nice', 'mobil']",nice mobil
9,Mukesh  Kumar ,good quality product,4,mobile is good but changing very slow,"['mobile', 'is', 'good', 'but', 'changing', 'very', 'slow']","['mobile', 'is', 'good', 'but', 'changing', 'very', 'slow']","['mobil', 'good', 'chang', 'slow']",mobil good chang slow
10,Saurabh Thakur,mindblowing purchase,5,nyc phone,"['nyc', 'phone']","['nyc', 'phone']","['nyc', 'phone']",nyc phone
11,Guddu,worth every penny,5,nice,['nice'],['nice'],['nice'],nice
12,Pramod Wagh,highly recommended,5,nice mobile phone,"['nice', 'mobile', 'phone']","['nice', 'mobile', 'phone']","['nice', 'mobil', 'phone']",nice mobil phone
13,Farzana  Thameem,just wow,5,super,['super'],['super'],['super'],super
14,Gaurang Joshi,classy product,5,excellent,['excellent'],['excellent'],['excel'],excel
15,Rahul Kumar,best in the market,5,excellent,['excellent'],['excellent'],['excel'],excel
16,surendra kumar,perfect product,5,good,['good'],['good'],['good'],good
17,Prushottam KUMAR PRAJAPATI ,really nice,4,in this price segment really good mobile dont purchase any chinese brand,"['in', 'this', 'price', 'segment', 'really', 'good', 'mobile', 'dont', 'purchase', 'any', 'chinese', 'brand']","['in', 'this', 'price', 'segment', 'really', 'good', 'mobile', 'dont', 'purchase', 'any', 'chinese', 'brand']","['price', 'segment', 'realli', 'good', 'mobil', 'dont', 'purchas', 'chines', 'brand']",price segment realli good mobil dont purchas chines brand
18,Rajat  Gupta,great product,5,camera quality is awesome paisa vasul dealthanks flippant,"['camera', 'quality', 'is', 'awesome', 'paisa', 'vasul', 'dealthanks', 'flippant']","['camera', 'quality', 'is', 'awesome', 'paisa', 'va', 'sul', 'deal', 'thanks', 'flippant']","['camera', 'qualiti', 'awesom', 'paisa', 'va', 'sul', 'deal', 'thank', 'flippant']",camera qualiti awesom paisa va sul deal thank flippant
19,Flipkart Customer,useless product,1,overheating after switch on and new application download,"['overheating', 'after', 'switch', 'on', 'and', 'new', 'application', 'download']","['overheating', 'after', 'switch', 'on', 'and', 'new', 'application', 'download']","['overh', 'switch', 'new', 'applic', 'download']",overh switch new applic download
20,Ankit Darmora,pretty good,4,camera is really awesomebattery is good performance wise only good for daily use,"['camera', 'is', 'really', 'awesomebattery', 'is', 'good', 'performance', 'wise', 'only', 'good', 'for', 'daily', 'use']","['camera', 'is', 'really', 'awesome', 'battery', 'is', 'good', 'performance', 'wise', 'only', 'good', 'for', 'daily', 'use']","['camera', 'realli', 'awesom', 'batteri', 'good', 'perform', 'wise', 'good', 'daili', 'use']",camera realli awesom batteri good perform wise good daili use
21,vishnu kumar,worth every penny,5,good product,"['good', 'product']","['good', 'product']","['good', 'product']",good product
22,Flipkart Customer,excellent,5,value for money,"['value', 'for', 'money']","['value', 'for', 'money']","['valu', 'money']",valu money
23,Kongu  Dharan ,utterly disappointed,3,dont this samsungwaste of money this nodraining very quicklyi hate it,"['dont', 'this', 'samsungwaste', 'of', 'money', 'this', 'nodraining', 'very', 'quicklyi', 'hate', 'it']","['dont', 'this', 'samsung', 'waste', 'of', 'money', 'this', 'no', 'draining', 'very', 'quickly', 'i', 'hate', 'it']","['dont', 'samsung', 'wast', 'money', 'drain', 'quickli', 'hate']",dont samsung wast money drain quickli hate
24,Murugan G,does the job,4,good,['good'],['good'],['good'],good
25,maddu lovaraju,nice product,5,good,['good'],['good'],['good'],good
26,Rishabh  Shukla,not good,5,worst batterysamsung is cheating the customers samsung is givingbattery still battery drain so fast even in normal usage samsung is doing fraudplease dont go with samsung if there will be no battery then how one is going to use other performance and features fast charger is so cheap quality that it takeshours to charge entire phone still phone battery drains fast,"['worst', 'batterysamsung', 'is', 'cheating', 'the', 'customers', 'samsung', 'is', 'givingbattery', 'still', 'battery', 'drain', 'so', 'fast', 'even', 'in', 'normal', 'usage', 'samsung', 'is', 'doing', 'fraudplease', 'dont', 'go', 'with', 'samsung', 'if', 'there', 'will', 'be', 'no', 'battery', 'then', 'how', 'one', 'is', 'going', 'to', 'use', 'other', 'performance', 'and', 'features', 'fast', 'charger', 'is', 'so', 'cheap', 'quality', 'that', 'it', 'takeshours', 'to', 'charge', 'entire', 'phone', 'still', 'phone', 'battery', 'drains', 'fast']","['worst', 'battery', 'samsung', 'is', 'cheating', 'the', 'customers', 'samsung', 'is', 'giving', 'battery', 'still', 'battery', 'drain', 'so', 'fast', 'even', 'in', 'normal', 'usage', 'samsung', 'is', 'doing', 'fraud', 'please', 'dont', 'go', 'with', 'samsung', 'if', 'there', 'will', 'be', 'no', 'battery', 'then', 'how', 'one', 'is', 'going', 'to', 'use', 'other', 'performance', 'and', 'features', 'fast', 'charger', 'is', 'so', 'cheap', 'quality', 'that', 'it', 'takes', 'hours', 'to', 'charge', 'entire', 'phone', 'still', 'phone', 'battery', 'drains', 'fast']","['worst', 'batteri', 'samsung', 'cheat', 'custom', 'samsung', 'give', 'batteri', 'still', 'batteri', 'drain', 'fast', 'even', 'normal', 'usag', 'samsung', 'fraud', 'pleas', 'dont', 'go', 'samsung', 'batteri', 'one', 'go', 'use', 'perform', 'featur', 'fast', 'charger', 'cheap', 'qualiti', 'take', 'hour', 'charg', 'entir', 'phone', 'still', 'phone', 'batteri', 'drain', 'fast']",worst batteri samsung cheat custom samsung give batteri still batteri drain fast even normal usag samsung fraud pleas dont go samsung batteri one go use perform featur fast charger cheap qualiti take hour charg entir phone still phone batteri drain fast
27,Salman Khan,useless product,2,verry poor performance selfi camera verry poor phone heat when charge,"['verry', 'poor', 'performance', 'selfi', 'camera', 'verry', 'poor', 'phone', 'heat', 'when', 'charge']","['verry', 'poor', 'performance', 'self', 'i', 'camera', 'verry', 'poor', 'phone', 'heat', 'when', 'charge']","['verri', 'poor', 'perform', 'self', 'camera', 'verri', 'poor', 'phone', 'heat', 'charg']",verri poor perform self camera verri poor phone heat charg
28,Javed Momin,brilliant,1,excellent,['excellent'],['excellent'],['excel'],excel
29,Suryabhan Maurya,best in the market,1,good,['good'],['good'],['good'],good
30,Ashutosh Kansal,good quality product,4,fantastic phone in such rangeexcellent camera quality but night camera not goodmuch,"['fantastic', 'phone', 'in', 'such', 'rangeexcellent', 'camera', 'quality', 'but', 'night', 'camera', 'not', 'goodmuch']","['fantastic', 'phone', 'in', 'such', 'range', 'excellent', 'camera', 'quality', 'but', 'night', 'camera', 'not', 'good', 'much']","['fantast', 'phone', 'rang', 'excel', 'camera', 'qualiti', 'night', 'camera', 'not', 'good', 'much']",fantast phone rang excel camera qualiti night camera not good much
31,Pavan  Bikumandla,good,3,flipkart deliver was very good but this is not fast charging one it is taking more thanhours for full charging in fast chargingis better rest all is ok at this price,"['flipkart', 'deliver', 'was', 'very', 'good', 'but', 'this', 'is', 'not', 'fast', 'charging', 'one', 'it', 'is', 'taking', 'more', 'thanhours', 'for', 'full', 'charging', 'in', 'fast', 'chargingis', 'better', 'rest', 'all', 'is', 'ok', 'at', 'this', 'price']","['flip', 'kart', 'deliver', 'was', 'very', 'good', 'but', 'this', 'is', 'not', 'fast', 'charging', 'one', 'it', 'is', 'taking', 'more', 'than', 'hours', 'for', 'full', 'charging', 'in', 'fast', 'charging', 'is', 'better', 'rest', 'all', 'is', 'ok', 'at', 'this', 'price']","['flip', 'kart', 'deliv', 'good', 'not', 'fast', 'charg', 'one', 'take', 'hour', 'full', 'charg', 'fast', 'charg', 'better', 'rest', 'ok', 'price']",flip kart deliv good not fast charg one take hour full charg fast charg better rest ok price
32,Pratik Haldankar,wonderful,5,great choicego for it,"['great', 'choicego', 'for', 'it']","['great', 'choice', 'go', 'for', 'it']","['great', 'choic', 'go']",great choic go
